"","Order","Entry","PLOT","Full_sample","Location","Sample_ID","replication","Day1Germ","Day2Germ","Day3Germ","Day4Germ","Day5Germ","kernels_remaining","UserDay1","UserDay2","UserDay3","UserDay4","UserDay5","notes"
"477",477,"BS813-90","11340","Full","Snyder",239,2,11,18,0,0,1,0,"KK","KK","KK","KK","KK",NA
"478",478,"BS813-90","11340","Full","Snyder",239,1,13,14,2,0,0,1,"TR","TR","TR","TR","TR",NA
"479",479,"BS813-91","11341","Full","Snyder",240,2,7,22,0,0,0,1,"KK","KK","KK","KK","KK",NA
"480",480,"BS813-91","11341","Full","Snyder",240,1,10,19,1,0,0,0,"TR","TR","TR","TR","TR",NA
"481",481,"BS813-92","11342","Half","Snyder",241,2,2,27,1,0,0,0,"KK","KK","KK","KK","KK",NA
"482",482,"BS813-92","11342","Half","Snyder",241,1,3,27,0,0,0,0,"TR","TR","TR","TR","TR",NA
"483",483,"BS813-93","11343","Half","Snyder",242,2,8,18,3,0,1,0,"KK","KK","KK","KK","KK",NA
"484",484,"BS813-93","11343","Half","Snyder",242,1,9,20,1,0,0,0,"TR","TR","TR","TR","TR",NA
"485",485,"BS813-94","11344","Full","Snyder",243,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"486",486,"BS813-94","11344","Full","Snyder",243,1,1,28,1,0,0,0,"TR","TR","TR","TR","TR",NA
"487",487,"BS813-95","11345","Full","Snyder",244,2,6,22,2,0,0,0,"KK","KK","KK","KK","KK",NA
"488",488,"BS813-95","11345","Full","Snyder",244,1,11,18,1,0,0,0,"TR","TR","TR","TR","TR",NA
"489",489,"BS813-96","11346","Half","Snyder",245,2,17,12,0,1,0,0,"KK","KK","KK","KK","KK",NA
"490",490,"BS813-96","11346","Half","Snyder",245,1,10,18,2,0,0,0,"TR","TR","TR","TR","TR",NA
"491",491,"BS813-97","11347","Half","Snyder",246,2,9,18,3,0,0,0,"KK","KK","KK","KK","KK",NA
"492",492,"BS813-97","11347","Half","Snyder",246,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
"493",493,"BS813-98","11348","Half","Snyder",247,2,13,16,0,0,1,0,"KK","KK","KK","KK","KK",NA
"494",494,"BS813-98","11348","Half","Snyder",247,1,10,19,0,0,0,1,"TR","TR","TR","TR","TR",NA
"495",495,"BS813-99","11349","Full","Snyder",248,2,5,24,1,0,0,0,"KK","KK","KK","KK","KK",NA
"496",496,"BS813-99","11349","Full","Snyder",248,1,3,27,0,0,0,0,"TR","TR","TR","TR","TR",NA
"497",497,"Charles","11350","Full","Snyder",249,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"498",498,"Charles","11350","Full","Snyder",249,1,11,18,1,0,0,0,"TR","TR","TR","TR","TR",NA
"499",499,"BS813-100","11352","Full","Snyder",250,2,5,23,2,0,0,0,"KK","KK","KK","KK","KK",NA
"500",500,"BS813-100","11352","Full","Snyder",250,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
"501",501,"BS813-101","11353","Full","Snyder",251,2,3,25,2,0,0,0,"KK","KK","KK","KK","KK",NA
"502",502,"BS813-101","11353","Full","Snyder",251,1,2,26,2,0,0,0,"TR","TR","TR","TR","TR",NA
"503",503,"BS813-102","11354","Half","Snyder",252,2,8,17,5,0,0,0,"KK","KK","KK","KK","KK",NA
"504",504,"BS813-102","11354","Half","Snyder",252,1,4,24,2,0,0,0,"TR","TR","TR","TR","TR",NA
"505",505,"BS813-103","11355","Full","Snyder",253,2,7,20,2,1,0,0,"KK","KK","KK","KK","KK",NA
"506",506,"BS813-103","11355","Full","Snyder",253,1,2,24,4,0,0,0,"TR","TR","TR","TR","TR",NA
"507",507,"BS813-105","11357","Half","Snyder",254,2,7,19,3,0,1,0,"KK","KK","KK","KK","KK",NA
"508",508,"BS813-105","11357","Half","Snyder",254,1,1,25,4,0,0,0,"TR","TR","TR","TR","TR",NA
"509",509,"BS813-107","11359","Full","Snyder",255,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"510",510,"BS813-107","11359","Full","Snyder",255,1,15,15,0,0,0,0,"TR","TR","TR","TR","TR",NA
"511",511,"BS813-108","11360","Half","Snyder",256,2,8,21,1,0,0,0,"KK","KK","KK","KK","KK",NA
"512",512,"BS813-108","11360","Half","Snyder",256,1,15,14,0,1,0,0,"TR","TR","TR","TR","TR",NA
"513",513,"BS813-109","11361","Half","Snyder",257,2,5,21,3,1,0,0,"KK","KK","KK","KK","KK",NA
"514",514,"BS813-109","11361","Half","Snyder",257,1,4,19,4,2,1,0,"TR","TR","TR","TR","TR",NA
"515",515,"BS813-110","11362","Full","Snyder",258,2,3,21,4,2,0,0,"KK","KK","KK","KK","KK",NA
"516",516,"BS813-110","11362","Full","Snyder",258,1,2,21,6,0,0,1,"TR","TR","TR","TR","TR",NA
"517",517,"BS813-111","11363","Full","Snyder",259,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"518",518,"BS813-111","11363","Full","Snyder",259,1,7,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"519",519,"BS813-112","11364","Half","Snyder",260,2,2,21,7,0,0,0,"KK","KK","KK","KK","KK",NA
"520",520,"BS813-112","11364","Half","Snyder",260,1,1,22,6,0,0,1,"TR","TR","TR","TR","TR",NA
"521",521,"BS813-113","11365","Full","Snyder",261,2,18,20,2,0,0,0,"KK","KK","KK","KK","KK",NA
"522",522,"BS813-113","11365","Full","Snyder",261,1,14,16,0,0,0,0,"TR","TR","TR","TR","TR",NA
"523",523,"BS813-115","11367","Full","Snyder",262,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"524",524,"BS813-115","11367","Full","Snyder",262,1,7,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"525",525,"BS813-116","11368","Half","Snyder",263,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"526",526,"BS813-116","11368","Half","Snyder",263,1,11,19,0,0,0,0,"TR","TR","TR","TR","TR",NA
"527",527,"BS813-117","11369","Half","Snyder",264,2,10,18,2,0,0,0,"KK","KK","KK","KK","KK",NA
"528",528,"BS813-117","11369","Half","Snyder",264,1,6,21,3,0,0,0,"TR","TR","TR","TR","TR",NA
"529",529,"BS813-118","11370","Full","Snyder",265,2,7,20,3,0,0,0,"KK","KK","KK","KK","KK",NA
"530",530,"BS813-118","11370","Full","Snyder",265,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
"531",531,"BS814-119","11371","Half","Snyder",266,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"532",532,"BS814-119","11371","Half","Snyder",266,1,9,21,0,0,0,1,"TR","TR","TR","TR","TR",NA
"533",533,"BS814-120","11372","Full","Snyder",267,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"534",534,"BS814-120","11372","Full","Snyder",267,1,4,25,1,0,0,0,"TR","TR","TR","TR","TR",NA
"535",535,"BS814-121","11373","Full","Snyder",268,2,4,26,0,0,0,0,"KK","KK","KK","KK","KK",NA
"536",536,"BS814-121","11373","Full","Snyder",268,1,3,27,0,0,0,0,"TR","TR","TR","TR","TR",NA
"537",537,"BS814-122","11374","Half","Snyder",269,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"538",538,"BS814-122","11374","Half","Snyder",269,1,12,17,1,0,0,0,"TR","TR","TR","TR","TR",NA
"539",539,"BS814-123","11375","Half","Snyder",270,2,5,20,4,1,0,0,"KK","KK","KK","KK","KK",NA
"540",540,"BS814-123","11375","Half","Snyder",270,1,4,22,4,0,0,0,"TR","TR","TR","TR","TR",NA
"541",541,"BS814-124","11376","Half","Snyder",271,2,5,24,1,0,0,0,"KK","KK","KK","KK","KK",NA
"542",542,"BS814-124","11376","Half","Snyder",271,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
"543",543,"BS814-125","11377","Half","Snyder",272,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"544",544,"BS814-125","11377","Half","Snyder",272,1,12,18,0,0,0,0,"TR","TR","TR","TR","TR",NA
"545",545,"BS814-126","11378","Full","Snyder",273,2,12,15,3,0,0,0,"KK","KK","KK","KK","KK",NA
"546",546,"BS814-126","11378","Full","Snyder",273,1,10,17,2,0,0,1,"TR","TR","TR","TR","TR",NA
"547",547,"BS814-127","11379","Full","Snyder",274,2,4,25,1,0,0,0,"KK","KK","KK","KK","KK",NA
"548",548,"BS814-127","11379","Full","Snyder",274,1,8,21,1,0,0,0,"TR","TR","TR","TR","TR",NA
"549",549,"BS814-129","11381","Half","Snyder",275,2,5,21,4,0,0,0,"KK","KK","KK","KK","KK",NA
"550",550,"BS814-129","11381","Half","Snyder",275,1,9,17,3,0,0,1,"TR","TR","TR","TR","TR",NA
"551",551,"BS814-130","11382","Full","Snyder",276,2,21,9,0,0,0,0,"KK","KK","KK","KK","KK",NA
"552",552,"BS814-130","11382","Full","Snyder",276,1,12,18,0,0,0,0,"TR","TR","TR","TR","TR",NA
"553",553,"BS814-131","11383","Half","Snyder",277,2,2,26,1,2,0,0,"KK","KK","KK","KK","KK",NA
"554",554,"BS814-131","11383","Half","Snyder",277,1,5,18,5,2,0,0,"TR","TR","TR","TR","TR",NA
"555",555,"BS814-132","11384","Full","Snyder",278,2,15,14,0,1,0,0,"KK","KK","KK","KK","KK",NA
"556",556,"BS814-132","11384","Full","Snyder",278,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
"557",557,"BS814-133","11385","Half","Snyder",279,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"558",558,"BS814-133","11385","Half","Snyder",279,1,14,13,3,0,0,0,"TR","TR","TR","TR","TR",NA
"559",559,"BS814-134","11386","Half","Snyder",280,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"560",560,"BS814-134","11386","Half","Snyder",280,1,8,20,2,0,0,0,"TR","TR","TR","TR","TR",NA
"561",561,"BS814-135","11387","Full","Snyder",281,2,7,22,1,0,0,0,"KK","KK","KK","KK","KK",NA
"562",562,"BS814-135","11387","Full","Snyder",281,1,7,22,1,0,0,0,"TR","TR","TR","TR","TR",NA
"563",563,"BS814-136","11388","Half","Snyder",282,2,7,23,0,0,0,1,"KK","KK","KK","KK","KK",NA
"564",564,"BS814-136","11388","Half","Snyder",282,1,5,24,0,0,0,1,"TR","TR","TR","TR","TR",NA
"565",565,"BS814-137","11389","Half","Snyder",283,2,17,12,0,0,1,0,"KK","KK","KK","KK","KK",NA
"566",566,"BS814-137","11389","Half","Snyder",283,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"567",567,"BS814-138","11390","Full","Snyder",284,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"568",568,"BS814-138","11390","Full","Snyder",284,1,13,17,0,0,0,0,"TR","TR","TR","TR","TR",NA
"569",569,"BS814-139","11391","Full","Snyder",285,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"570",570,"BS814-139","11391","Full","Snyder",285,1,7,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"571",571,"BS814-140","11392","Full","Snyder",286,2,4,23,3,0,0,0,"KK","KK","KK","KK","KK",NA
"572",572,"BS814-140","11392","Full","Snyder",286,1,1,29,0,0,0,0,"TR","TR","TR","TR","TR",NA
"573",573,"BS906-2","11394","Half","Snyder",287,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"574",574,"BS906-2","11394","Half","Snyder",287,1,7,22,1,0,0,0,"TR","TR","TR","TR","TR",NA
"575",575,"BS906-3","11395","Half","Snyder",288,2,12,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"576",576,"BS906-3","11395","Half","Snyder",288,1,11,19,0,0,0,0,"TR","TR","TR","TR","TR",NA
"577",577,"BS906-4","11396","Half","Snyder",289,2,20,10,0,0,0,0,"KK","KK","KK","KK","KK",NA
"578",578,"BS906-4","11396","Half","Snyder",289,1,15,15,0,0,0,0,"TR","TR","TR","TR","TR",NA
"579",579,"BS906-5","11397","Half","Snyder",290,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"580",580,"BS906-5","11397","Half","Snyder",290,1,10,19,1,0,0,0,"TR","TR","TR","TR","TR",NA
"581",581,"BS906-6","11398","Half","Snyder",291,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"582",582,"BS906-6","11398","Half","Snyder",291,1,3,25,2,0,0,0,"TR","TR","TR","TR","TR",NA
"583",583,"BS906-7","11399","Full","Snyder",292,2,3,27,0,0,0,0,"KK","KK","KK","KK","KK",NA
"584",584,"BS906-7","11399","Full","Snyder",292,1,5,25,0,0,0,0,"TR","TR","TR","TR","TR",NA
"585",585,"Flavia","11400","Full","Snyder",293,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"586",586,"Flavia","11400","Full","Snyder",293,1,13,16,0,0,0,1,"TR","TR","TR","TR","TR",NA
"587",587,"Scala","11401","Full","Snyder",294,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"588",588,"Scala","11401","Full","Snyder",294,1,13,17,0,0,0,0,"TR","TR","TR","TR","TR",NA
"589",589,"DH130910","11402","Full","Snyder",295,2,3,22,5,0,0,0,"KK","KK","KK","KK","KK",NA
"590",590,"DH130910","11402","Full","Snyder",295,1,4,19,6,1,0,0,"TR","TR","TR","TR","TR",NA
"591",591,"SY Tepee","11403","Full","Snyder",296,2,0,12,18,0,0,0,"KK","KK","KK","KK","KK",NA
"592",592,"SY Tepee","11403","Full","Snyder",296,1,12,18,0,0,0,0,"TR","TR","TR","TR","TR",NA
"593",593,"Wintmalt","11404","Full","Snyder",297,2,NA,NA,NA,NA,NA,NA,"KK","KK","KK","KK","KK",NA
"594",594,"Wintmalt","11404","Full","Snyder",297,1,NA,NA,NA,NA,NA,NA,"TR","TR","TR","TR","TR",NA
"595",595,"BS906-8","11405","Half","Snyder",298,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"596",596,"BS906-8","11405","Half","Snyder",298,1,12,17,0,1,0,0,"TR","TR","TR","TR","TR",NA
"597",597,"BS906-9","11406","Full","Snyder",299,2,6,22,2,0,0,0,"KK","KK","KK","KK","KK",NA
"598",598,"BS906-9","11406","Full","Snyder",299,1,1,29,0,0,0,0,"TR","TR","TR","TR","TR",NA
"599",599,"BS906-10","11407","Full","Snyder",300,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"600",600,"BS906-10","11407","Full","Snyder",300,1,4,25,1,0,0,0,"TR","TR","TR","TR","TR",NA
"601",601,"BS908-11","11408","Half","Snyder",301,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"602",602,"BS908-11","11408","Half","Snyder",301,1,5,25,0,0,0,0,"TR","TR","TR","TR","TR",NA
"603",603,"BS908-12","11409","Full","Snyder",302,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"604",604,"BS908-12","11409","Full","Snyder",302,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"605",605,"BS908-13","11410","Full","Snyder",303,2,4,24,1,1,0,0,"KK","KK","KK","KK","KK",NA
"606",606,"BS908-13","11410","Full","Snyder",303,1,1,28,1,0,0,0,"TR","TR","TR","TR","TR",NA
"607",607,"BS908-14","11411","Full","Snyder",304,2,2,28,0,0,0,0,"KK","KK","KK","KK","KK",NA
"608",608,"BS908-14","11411","Full","Snyder",304,1,1,28,1,0,0,0,"TR","TR","TR","TR","TR",NA
"609",609,"BS908-15","11412","Half","Snyder",305,2,10,18,2,0,0,0,"KK","KK","KK","KK","KK",NA
"610",610,"BS908-15","11412","Half","Snyder",305,1,8,19,2,1,0,0,"TR","TR","TR","TR","TR",NA
"611",611,"BS908-16","11413","Full","Snyder",306,2,4,24,2,0,0,0,"KK","KK","KK","KK","KK",NA
"612",612,"BS908-16","11413","Full","Snyder",306,1,9,20,1,0,0,0,"TR","TR","TR","TR","TR",NA
"613",613,"BS908-17","11414","Half","Snyder",307,2,9,20,1,0,0,0,"KK","KK","KK","KK","KK",NA
"614",614,"BS908-17","11414","Half","Snyder",307,1,5,24,1,0,0,0,"TR","TR","TR","TR","TR",NA
"615",615,"BS908-19","11416","Half","Snyder",308,2,2,27,1,0,0,0,"KK","KK","KK","KK","KK",NA
"616",616,"BS908-19","11416","Half","Snyder",308,1,1,25,3,0,0,1,"TR","TR","TR","TR","TR",NA
"617",617,"BS908-20","11417","Full","Snyder",309,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"618",618,"BS908-20","11417","Full","Snyder",309,1,9,19,2,0,0,0,"TR","TR","TR","TR","TR",NA
"619",619,"BS908-21","11418","Half","Snyder",310,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"620",620,"BS908-21","11418","Half","Snyder",310,1,7,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"621",621,"BS908-22","11419","Full","Snyder",311,2,9,20,1,0,0,0,"KK","KK","KK","KK","KK",NA
"622",622,"BS908-22","11419","Full","Snyder",311,1,4,24,1,0,0,1,"TR","TR","TR","TR","TR",NA
"623",623,"BS908-23","11420","Half","Snyder",312,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"624",624,"BS908-23","11420","Half","Snyder",312,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
"625",625,"BS908-24","11421","Half","Snyder",313,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"626",626,"BS908-24","11421","Half","Snyder",313,1,19,11,0,0,0,0,"TR","TR","TR","TR","TR",NA
"627",627,"BS908-25","11422","Full","Snyder",314,2,22,8,0,0,0,0,"KK","KK","KK","KK","KK",NA
"628",628,"BS908-25","11422","Full","Snyder",314,1,18,11,1,0,0,0,"TR","TR","TR","TR","TR",NA
"629",629,"BS908-26","11423","Full","Snyder",315,2,5,21,2,1,1,0,"KK","KK","KK","KK","KK",NA
"630",630,"BS908-26","11423","Full","Snyder",315,1,5,23,2,0,0,0,"TR","TR","TR","TR","TR",NA
"631",631,"BS908-27","11424","Half","Snyder",316,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"632",632,"BS908-27","11424","Half","Snyder",316,1,12,18,0,0,0,0,"TR","TR","TR","TR","TR",NA
"633",633,"BS908-28","11425","Half","Snyder",317,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"634",634,"BS908-28","11425","Half","Snyder",317,1,8,22,0,0,0,0,"TR","TR","TR","TR","TR",NA
"635",635,"BS908-29","11426","Full","Snyder",318,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"636",636,"BS908-29","11426","Full","Snyder",318,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
"637",637,"BS908-30","11427","Full","Snyder",319,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"638",638,"BS908-30","11427","Full","Snyder",319,1,2,28,0,0,0,0,"TR","TR","TR","TR","TR",NA
"639",639,"BS908-31","11428","Half","Snyder",320,2,8,19,3,0,0,0,"KK","KK","KK","KK","KK",NA
"640",640,"BS908-31","11428","Half","Snyder",320,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
"641",641,"BS908-32","11429","Half","Snyder",321,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"642",642,"BS908-32","11429","Half","Snyder",321,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"643",643,"BS909-33","11430","Half","Snyder",322,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"644",644,"BS909-33","11430","Half","Snyder",322,1,9,20,0,0,0,1,"TR","TR","TR","TR","TR",NA
"645",645,"BS911-34","11431","Half","Snyder",323,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"646",646,"BS911-34","11431","Half","Snyder",323,1,14,16,0,0,0,0,"TR","TR","TR","TR","TR",NA
"647",647,"BS911-35","11432","Full","Snyder",324,2,9,15,5,0,0,0,"KK","KK","KK","KK","KK",NA
"648",648,"BS911-35","11432","Full","Snyder",324,1,11,17,2,0,0,0,"TR","TR","TR","TR","TR",NA
"649",649,"BS911-38","11435","Full","Snyder",325,2,10,17,3,0,0,0,"KK","KK","KK","KK","KK",NA
"650",650,"BS911-38","11435","Full","Snyder",325,1,13,17,0,0,0,0,"TR","TR","TR","TR","TR",NA
"651",651,"BS911-39","11436","Half","Snyder",326,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"652",652,"BS911-39","11436","Half","Snyder",326,1,5,25,0,0,0,0,"TR","TR","TR","TR","TR",NA
"653",653,"BS911-41","11438","Full","Snyder",327,2,NA,NA,NA,NA,NA,NA,"KK","KK","KK","KK","KK",NA
"654",654,"BS911-41","11438","Full","Snyder",327,1,NA,NA,NA,NA,NA,NA,"TR","TR","TR","TR","TR",NA
"655",655,"BS911-42","11439","Full","Snyder",328,2,NA,NA,NA,NA,NA,NA,"KK","KK","KK","KK","KK",NA
"656",656,"BS911-42","11439","Full","Snyder",328,1,NA,NA,NA,NA,NA,NA,"TR","TR","TR","TR","TR",NA
"657",657,"BS911-49","11446","Full","Snyder",329,2,17,11,2,0,0,0,"KK","KK","KK","KK","KK",NA
"658",658,"BS911-49","11446","Full","Snyder",329,1,19,10,1,0,0,0,"TR","TR","TR","TR","TR",NA
"659",659,"BS911-50","11447","Half","Snyder",330,2,19,11,0,0,0,0,"KK","KK","KK","KK","KK",NA
"660",660,"BS911-50","11447","Half","Snyder",330,1,11,19,0,0,0,0,"TR","TR","TR","TR","TR",NA
"661",661,"BS911-51","11448","Half","Snyder",331,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"662",662,"BS911-51","11448","Half","Snyder",331,1,15,15,0,0,0,0,"TR","TR","TR","TR","TR",NA
"663",663,"BS911-53","11452","Full","Snyder",332,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"664",664,"BS911-53","11452","Full","Snyder",332,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
"665",665,"BS911-56","11455","Half","Snyder",333,2,8,21,1,0,0,0,"KK","KK","KK","KK","KK",NA
"666",666,"BS911-56","11455","Half","Snyder",333,1,10,18,2,0,0,0,"TR","TR","TR","TR","TR",NA
"667",667,"BS911-57","11456","Half","Snyder",334,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"668",668,"BS911-57","11456","Half","Snyder",334,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
"669",669,"BS911-58","11457","Half","Snyder",335,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"670",670,"BS911-58","11457","Half","Snyder",335,1,16,14,0,0,0,0,"TR","TR","TR","TR","TR",NA
"671",671,"BS911-60","11459","Full","Snyder",336,2,2,20,5,1,1,0,"KK","KK","KK","KK","KK",NA
"672",672,"BS911-60","11459","Full","Snyder",336,1,6,18,5,1,0,0,"TR","TR","TR","TR","TR",NA
"673",673,"BS911-61","11460","Half","Snyder",337,2,3,22,4,0,0,0,"KK","KK","KK","KK","KK",NA
"674",674,"BS911-61","11460","Half","Snyder",337,1,8,16,3,3,0,0,"TR","TR","TR","TR","TR",NA
"675",675,"BS911-62","11461","Half","Snyder",338,2,11,17,1,1,0,0,"KK","KK","KK","KK","KK",NA
"676",676,"BS911-62","11461","Half","Snyder",338,1,21,9,0,0,0,0,"TR","TR","TR","TR","TR",NA
"677",677,"BS911-63","11462","Full","Snyder",339,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"678",678,"BS911-63","11462","Full","Snyder",339,1,14,16,0,0,0,0,"TR","TR","TR","TR","TR",NA
"679",679,"BS911-64","11463","Half","Snyder",340,2,3,20,7,0,0,0,"KK","KK","KK","KK","KK",NA
"680",680,"BS911-64","11463","Half","Snyder",340,1,1,26,3,0,0,0,"TR","TR","TR","TR","TR",NA
"681",681,"BS911-65","11464","Full","Snyder",341,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"682",682,"BS911-65","11464","Full","Snyder",341,1,3,26,1,0,0,0,"TR","TR","TR","TR","TR",NA
"683",683,"BS911-66","11465","Half","Snyder",342,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"684",684,"BS911-66","11465","Half","Snyder",342,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
"685",685,"BS911-67","11466","Full","Snyder",343,2,NA,NA,NA,NA,NA,NA,"KK","KK","KK","KK","KK",NA
"686",686,"BS911-67","11466","Full","Snyder",343,1,NA,NA,NA,NA,NA,NA,"TR","TR","TR","TR","TR",NA
"687",687,"BS911-69","11468","Full","Snyder",344,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"688",688,"BS911-69","11468","Full","Snyder",344,1,6,20,4,0,0,0,"TR","TR","TR","TR","TR",NA
"689",689,"BS911-70","11469","Half","Snyder",345,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"690",690,"BS911-70","11469","Half","Snyder",345,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
"691",691,"BS911-71","11470","Full","Snyder",346,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"692",692,"BS911-71","11470","Full","Snyder",346,1,19,11,0,0,0,0,"TR","TR","TR","TR","TR",NA
"693",693,"BS911-72","11471","Full","Snyder",347,2,18,12,0,0,0,0,"KK","KK","KK","KK","KK",NA
"694",694,"BS911-72","11471","Full","Snyder",347,1,12,18,0,0,0,0,"TR","TR","TR","TR","TR",NA
"695",695,"BS911-73","11472","Full","Snyder",348,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"696",696,"BS911-73","11472","Full","Snyder",348,1,10,18,1,0,0,1,"TR","TR","TR","TR","TR",NA
"697",697,"BS911-74","11473","Half","Snyder",349,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"698",698,"BS911-74","11473","Half","Snyder",349,1,3,23,2,1,0,1,"TR","TR","TR","TR","TR",NA
"699",699,"BS911-75","11474","Half","Snyder",350,2,5,21,4,0,0,0,"KK","KK","KK","KK","KK",NA
"700",700,"BS911-75","11474","Half","Snyder",350,1,0,27,3,0,0,0,"TR","TR","TR","TR","TR",NA
"701",701,"BS911-76","11475","Half","Snyder",351,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"702",702,"BS911-76","11475","Half","Snyder",351,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"703",703,"BS911-77","11476","Full","Snyder",352,2,19,11,0,0,0,0,"KK","KK","KK","KK","KK",NA
"704",704,"BS911-77","11476","Full","Snyder",352,1,8,22,0,0,0,0,"TR","TR","TR","TR","TR",NA
"705",705,"BS911-78","11477","Half","Snyder",353,2,8,20,1,1,0,0,"KK","KK","KK","KK","KK",NA
"706",706,"BS911-78","11477","Half","Snyder",353,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"707",707,"BS911-79","11478","Half","Snyder",354,2,13,15,2,0,0,0,"KK","KK","KK","KK","KK",NA
"708",708,"BS911-79","11478","Half","Snyder",354,1,8,22,0,0,0,0,"TR","TR","TR","TR","TR",NA
"709",709,"BS911-80","11479","Half","Snyder",355,2,9,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"710",710,"BS911-80","11479","Half","Snyder",355,1,3,26,1,0,0,0,"TR","TR","TR","TR","TR",NA
"711",711,"BS911-81","11480","Half","Snyder",356,2,11,16,3,0,0,0,"KK","KK","KK","KK","KK",NA
"712",712,"BS911-81","11480","Half","Snyder",356,1,2,23,4,1,0,0,"TR","TR","TR","TR","TR",NA
"713",713,"BS911-82","11481","Full","Snyder",357,2,7,21,2,0,0,0,"KK","KK","KK","KK","KK",NA
"714",714,"BS911-82","11481","Full","Snyder",357,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
