,Entry,PLOT,Full_sample,Check,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,UserDay1,UserDay2,UserDay3,UserDay4,UserDay5,Year,Location,Timepoint,PM_at_plating,Experiment
880,BS614-24,12029,Half,B,440,2,6,21,3,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
881,BS614-25,12030,Half,B,441,1,2,25,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
882,BS614-25,12030,Half,B,441,2,8,20,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
883,BS614-26,12031,Full,B,442,1,1,24,5,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
884,BS614-26,12031,Full,B,442,2,1,28,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
885,BS614-27,12032,Half,B,443,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
886,BS614-27,12032,Half,B,443,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
887,BS614-29,12034,Full,B,444,1,8,21,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
888,BS614-29,12034,Full,B,444,2,4,24,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
889,BS614-30,12035,Half,B,445,1,8,20,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
890,BS614-30,12035,Half,B,445,2,3,23,4,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
891,BS614-31,12036,Full,B,446,1,10,17,2,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
892,BS614-31,12036,Full,B,446,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
893,BS614-32,12037,Full,B,447,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
894,BS614-32,12037,Full,B,447,2,5,24,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
895,BS614-33,12038,Half,B,448,1,4,26,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
896,BS614-33,12038,Half,B,448,2,2,28,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
897,BS614-34,12039,Full,B,449,1,1,29,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
898,BS614-34,12039,Full,B,449,2,7,23,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
899,BS614-36,12041,Full,B,450,1,4,23,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
900,BS614-36,12041,Full,B,450,2,3,25,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
901,BS614-37,12042,Full,B,451,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
902,BS614-37,12042,Full,B,451,2,11,20,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
903,BS614-38,12043,Full,B,452,1,1,27,1,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
904,BS614-38,12043,Full,B,452,2,0,27,2,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
905,BS614-39,12044,Full,B,453,1,8,22,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
906,BS614-39,12044,Full,B,453,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
907,BS614-40,12045,Full,B,454,1,5,24,0,0,1,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
908,BS614-40,12045,Full,B,454,2,1,29,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
909,BS615-41,12046,Full,B,455,1,0,29,3,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
910,BS615-41,12046,Full,B,455,2,1,26,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
911,BS615-42,12047,Full,B,456,1,0,30,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
912,BS615-42,12047,Full,B,456,2,3,25,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
913,BS615-43,12048,Half,B,457,1,8,21,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
914,BS615-43,12048,Half,B,457,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
915,BS615-44,12049,Half,B,458,1,2,26,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
916,BS615-44,12049,Half,B,458,2,7,21,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
917,Check 6-Charles,12050,Full,C,459,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
918,Check 6-Charles,12050,Full,C,459,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
919,BS615-45,12052,Half,B,460,1,0,25,3,1,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
920,BS615-45,12052,Half,B,460,2,8,20,1,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
921,BS615-46,12053,Full,B,461,1,1,29,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
922,BS615-46,12053,Full,B,461,2,4,24,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
923,BS615-48,12055,Full,B,462,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
924,BS615-48,12055,Full,B,462,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
925,BS615-49,12056,Full,B,463,1,1,29,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
926,BS615-49,12056,Full,B,463,2,1,29,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
927,BS615-50,12057,Half,B,464,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
928,BS615-50,12057,Half,B,464,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
929,BS615-51,12058,Full,B,465,1,0,29,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
930,BS615-51,12058,Full,B,465,2,4,25,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
931,BS615-52,12059,Half,B,466,1,8,22,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
932,BS615-52,12059,Half,B,466,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
933,BS615-53,12060,Full,B,467,1,2,26,1,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
934,BS615-53,12060,Full,B,467,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
935,BS615-54,12061,Half,B,468,1,4,26,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
936,BS615-54,12061,Half,B,468,2,6,23,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
937,BS615-55,12062,Full,B,469,1,4,25,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
938,BS615-55,12062,Full,B,469,2,9,20,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
939,BS615-56,12063,Half,B,470,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
940,BS615-56,12063,Half,B,470,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
941,BS615-57,12064,Half,B,471,1,4,24,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
942,BS615-57,12064,Half,B,471,2,6,22,1,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
943,BS616-58,12065,Full,B,472,1,4,26,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
944,BS616-58,12065,Full,B,472,2,3,26,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
945,BS616-59,12066,Half,B,473,1,4,25,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
946,BS616-59,12066,Half,B,473,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
947,BS616-60,12067,Half,B,474,1,0,23,6,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
948,BS616-60,12067,Half,B,474,2,0,30,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
949,BS616-61,12068,Half,B,475,1,1,25,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
950,BS616-61,12068,Half,B,475,2,7,23,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
951,BS616-62,12069,Full,B,476,1,3,26,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
952,BS616-62,12069,Full,B,476,2,9,18,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
953,BS616-64,12071,Full,B,477,1,4,23,2,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
954,BS616-64,12071,Full,B,477,2,3,27,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
955,BS616-65,12072,Full,B,478,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
956,BS616-65,12072,Full,B,478,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
957,BS616-66,12073,Full,B,479,1,5,24,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
958,BS616-66,12073,Full,B,479,2,6,23,0,0,1,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
959,BS616-67,12074,Half,B,480,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
960,BS616-67,12074,Half,B,480,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
961,BS616-68,12075,Full,B,481,1,9,18,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
962,BS616-68,12075,Full,B,481,2,5,19,6,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
963,BS616-69,12076,Full,B,482,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
964,BS616-69,12076,Full,B,482,2,10,16,2,0,0,2,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
965,BS616-70,12077,Half,B,483,1,1,28,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
966,BS616-70,12077,Half,B,483,2,4,22,4,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
967,BS616-71,12078,Full,B,484,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
968,BS616-71,12078,Full,B,484,2,11,18,0,0,1,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
969,BS616-72,12079,Half,B,485,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
970,BS616-72,12079,Half,B,485,2,10,20,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
971,BS616-73,12080,Half,B,486,1,4,24,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
972,BS616-73,12080,Half,B,486,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
973,BS616-74,12081,Full,B,487,1,2,28,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
974,BS616-74,12081,Full,B,487,2,4,21,5,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
975,BS616-75,12082,Full,B,488,1,1,26,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
976,BS616-75,12082,Full,B,488,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
977,BS616-76,12083,Half,B,489,1,4,25,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
978,BS616-76,12083,Half,B,489,2,1,29,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
979,BS616-77,12084,Full,B,490,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
980,BS616-77,12084,Full,B,490,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
981,BS616-78,12085,Half,B,491,1,10,19,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
982,BS616-78,12085,Half,B,491,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
983,BS616-79,12086,Full,B,492,1,7,21,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
984,BS616-79,12086,Full,B,492,2,11,17,1,0,1,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
985,BS710-1,12087,Half,B,493,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
986,BS710-1,12087,Half,B,493,2,7,23,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
987,BS710-2,12088,Full,B,494,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
988,BS710-2,12088,Full,B,494,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
989,BS710-3,12089,Half,B,495,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
990,BS710-3,12089,Half,B,495,2,9,20,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
991,BS710-4,12090,Half,B,496,1,8,22,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
992,BS710-4,12090,Half,B,496,2,19,11,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
993,BS710-7,12093,Full,B,497,1,4,26,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
994,BS710-7,12093,Full,B,497,2,6,23,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
995,BS710-8,12094,Full,B,498,1,10,20,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
996,BS710-8,12094,Full,B,498,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
997,BS710-9,12095,Full,B,499,1,7,17,1,2,0,3,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
998,BS710-9,12095,Full,B,499,2,12,12,3,3,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
999,BS710-10,12096,Half,B,500,1,15,15,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1000,BS710-10,12096,Half,B,500,2,18,12,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1001,BS710-11,12097,Half,B,501,1,0,28,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1002,BS710-11,12097,Half,B,501,2,5,22,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1003,BS710-12,12098,Half,B,502,1,15,15,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1004,BS710-12,12098,Half,B,502,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1005,Check 1-Flavia,12100,Full,C,503,1,10,20,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1006,Check 1-Flavia,12100,Full,C,503,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1007,Check 2-Scala,12101,Full,C,504,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1008,Check 2-Scala,12101,Full,C,504,2,17,13,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1009,Check 3-DH130910,12102,Full,C,505,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1010,Check 3-DH130910,12102,Full,C,505,2,3,23,5,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1011,Check 4-SY Tepee,12103,Full,C,506,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1012,Check 4-SY Tepee,12103,Full,C,506,2,20,9,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1013,BS710-15,12106,Full,B,507,1,0,21,9,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1014,BS710-15,12106,Full,B,507,2,0,21,9,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1015,BS710-18,12109,Half,B,508,1,17,13,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1016,BS710-18,12109,Half,B,508,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1017,BS710-21,12112,Full,B,509,1,1,27,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1018,BS710-21,12112,Full,B,509,2,2,27,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1019,BS710-23,12114,Full,B,510,1,2,28,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1020,BS710-23,12114,Full,B,510,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1021,BS710-27,12118,Full,B,511,1,2,25,1,1,1,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1022,BS710-27,12118,Full,B,511,2,1,30,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1023,BS710-29,12120,Half,B,512,1,3,24,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1024,BS710-29,12120,Half,B,512,2,3,21,5,0,1,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1025,BS710-30,12121,Full,B,513,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1026,BS710-30,12121,Full,B,513,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1027,BS710-33,12124,Full,B,514,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1028,BS710-33,12124,Full,B,514,2,10,20,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1029,BS710-35,12126,Half,B,515,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1030,BS710-35,12126,Half,B,515,2,7,23,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1031,BS710-36,12127,Half,B,516,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1032,BS710-36,12127,Half,B,516,2,10,20,0,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1033,BS710-39,12130,Half,B,517,1,5,25,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1034,BS710-39,12130,Half,B,517,2,18,12,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1035,BS710-40,12131,Half,B,518,1,3,10,11,0,1,4,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1036,BS710-40,12131,Half,B,518,2,11,14,2,2,1,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1037,BS710-41,12132,Full,B,519,1,7,20,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1038,BS710-41,12132,Full,B,519,2,4,24,1,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1039,BS710-44,12135,Half,B,520,1,2,25,2,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1040,BS710-44,12135,Half,B,520,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1041,BS710-45,12136,Half,B,521,1,8,22,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1042,BS710-45,12136,Half,B,521,2,8,21,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1043,BS710-46,12137,Full,B,522,1,1,27,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1044,BS710-46,12137,Full,B,522,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1045,BS710-48,12139,Full,B,523,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1046,BS710-48,12139,Full,B,523,2,2,25,2,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1047,BS710-50,12141,Full,B,524,1,10,20,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1048,BS710-50,12141,Full,B,524,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1049,BS710-51,12142,Half,B,525,1,1,25,4,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1050,BS710-51,12142,Half,B,525,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1051,BS710-53,12144,Half,B,526,1,10,19,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1052,BS710-53,12144,Half,B,526,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1053,BS710-57,12148,Full,B,527,1,16,14,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1054,BS710-57,12148,Full,B,527,2,16,14,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1055,BS710-58,12149,Full,B,528,1,5,23,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1056,BS710-58,12149,Full,B,528,2,5,24,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1057,Check 6-Charles,12150,Half,C,529,1,NA,NA,NA,NA,NA,NA,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1058,Check 6-Charles,12150,Half,C,529,2,NA,NA,NA,NA,NA,NA,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1059,BS710-60,12153,Half,B,530,1,12,18,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1060,BS710-60,12153,Half,B,530,2,12,16,0,0,0,2,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1061,BS710-61,12154,Half,B,531,1,15,15,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1062,BS710-61,12154,Half,B,531,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1063,BS710-63,12156,Half,B,532,1,11,18,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1064,BS710-63,12156,Half,B,532,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1065,BS710-64,12157,Full,B,533,1,3,23,2,0,0,2,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1066,BS710-64,12157,Full,B,533,2,2,26,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1067,BS710-66,12159,Full,B,534,1,5,11,7,2,4,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
